city,date,price_local,currency,hpi,income,median_multiple,country,rate,monthly_payment,mdsr
Vancouver,2019-11,903900.0,CAD,254.8,92125.40983606558,9.811625279154397,Canada,4.09,4816.149920768555,0.6273383114611376
Vancouver,2019-12,911800.0,CAD,257.1,92150.0,9.894736842105264,Canada,4.08,4853.183862442728,0.63199355777876
Vancouver,2020-01,917100.0,CAD,258.6,92175.40983606558,9.949508243370625,Canada,4.08,4881.393858572303,0.6354918997056441
Vancouver,2020-02,916800.0,CAD,258.5,92200.81967213115,9.943512468329107,Canada,4.08,4879.797066338553,0.6351089394247803
Vancouver,2020-03,911500.0,CAD,257.0,92224.59016393442,9.883481166788131,Canada,3.9,4761.0468200209525,0.6194938002835803
Vancouver,2020-04,906100.0,CAD,255.5,92250.0,9.822222222222225,Canada,3.95,4757.749738468578,0.6188942749227418
Vancouver,2020-05,907300.0,CAD,255.8,92274.59016393442,9.832609371530092,Canada,3.86,4719.206859415902,0.6137169746555523
Vancouver,2020-06,911900.0,CAD,257.1,92300.0,9.879739978331529,Canada,3.77,4698.294781862121,0.6108292240774156
Vancouver,2020-07,923700.0,CAD,260.4,92119.17808219178,10.027227980430354,Canada,3.64,4693.904498888825,0.6114563238548353
Vancouver,2020-08,939300.0,CAD,264.8,91932.32876712328,10.217298012534531,Canada,3.57,4737.694065908713,0.6184149749422644
Vancouver,2020-09,952300.0,CAD,268.5,91745.4794520548,10.379802968904444,Canada,3.51,4772.547105723311,0.6242331023907146
Vancouver,2020-10,960900.0,CAD,270.9,91564.65753424658,10.49422370897427,Canada,3.45,4784.763190210079,0.627066816266375
Vancouver,2020-11,974100.0,CAD,274.6,91377.80821917808,10.660137499287918,Canada,3.42,4834.880314364327,0.6349305690634324
Vancouver,2020-12,984300.0,CAD,277.5,91196.98630136986,10.793119815903554,Canada,3.34,4843.579452478435,0.6373341465217711
Vancouver,2021-01,994800.0,CAD,280.5,91010.13698630135,10.930650507093896,Canada,3.3,4874.1376643938665,0.642671837550691
Vancouver,2021-02,1010900.0,CAD,285.0,90823.28767123289,11.130405272921978,Canada,3.25,4926.279721962067,0.6508832500925733
Vancouver,2021-03,1040600.0,CAD,293.4,90654.5205479452,11.478743627016916,Canada,3.26,5076.511389430849,0.6719812349672283
Vancouver,2021-04,1059400.0,CAD,298.7,90467.67123287672,11.71026053354411,Canada,3.25,5162.628091251967,0.6847919953145637
Vancouver,2021-05,1068300.0,CAD,301.2,90286.8493150685,11.832287958925434,Canada,3.25,5205.999235307227,0.6919279086335379
Vancouver,2021-06,1074300.0,CAD,302.9,90100.0,11.923418423973365,Canada,3.26,5240.915035235018,0.6980131012521666
Vancouver,2021-07,1078700.0,CAD,304.1,89902.7397260274,11.998521994849837,Canada,3.2,5228.232177179659,0.6978517708953939
Vancouver,2021-08,1089000.0,CAD,307.0,89698.90410958904,12.140616552790004,Canada,3.2,5278.154112309862,0.7061162003756005
Vancouver,2021-09,1107700.0,CAD,312.3,89495.06849315068,12.377218305439651,Canada,3.22,5380.463404723219,0.7214426665489397
Vancouver,2021-10,1124500.0,CAD,317.0,89297.80821917808,12.592694293682522,Canada,3.29,5503.661168084105,0.7395918817504112
Vancouver,2021-11,1143300.0,CAD,322.3,89093.97260273973,12.832517920127431,Canada,3.4,5662.4959384082285,0.7626773088666743
Vancouver,2021-12,1164300.0,CAD,328.2,88896.71232876713,13.097222265026671,Canada,3.45,5797.585370341966,0.7826051450227849
Vancouver,2022-01,1195000.0,CAD,336.9,88692.87671232877,13.473460826802665,Canada,3.44,5944.066928246064,0.8042224559961497
Vancouver,2022-02,1223800.0,CAD,345.0,88489.04109589041,13.829961143706363,Canada,3.58,6179.263914791631,0.8379700588815995
Vancouver,2022-03,1235500.0,CAD,348.3,88304.93150684932,13.991291074204268,Canada,3.77,6365.54798003142,0.8650318216310734
Vancouver,2022-04,1230600.0,CAD,346.9,88101.09589041096,13.968044183363446,Canada,4.19,6625.3546118345,0.9024207308489037
Vancouver,2022-05,1225800.0,CAD,345.6,87903.83561643836,13.944783994963364,Canada,4.63,6904.159283496503,0.9425062151265761
Vancouver,2022-06,1208000.0,CAD,340.6,87700.0,13.774230330672747,Canada,5.05,7097.082965809246,0.9710945905326219
Vancouver,2022-07,1190100.0,CAD,335.5,87683.56164383562,13.572669468356011,Canada,5.51,7315.3641542491205,1.0011496819388257
Vancouver,2022-08,1171100.0,CAD,330.2,87666.57534246576,13.358569048980726,Canada,5.58,7247.635734660996,0.9920728450516171
Vancouver,2022-09,1151600.0,CAD,324.7,87649.5890410959,13.1386811118995,Canada,5.64,7168.435990228827,0.9814219647101085
Vancouver,2022-10,1149100.0,CAD,324.0,87633.1506849315,13.112617668299668,Canada,5.75,7229.061670238709,0.9899078073177269
Vancouver,2022-11,1137100.0,CAD,320.6,87616.16438356164,12.978198806125098,Canada,5.88,7243.168047886856,0.9920317464952808
Vancouver,2022-12,1127200.0,CAD,317.8,87599.72602739726,12.867620152687037,Canada,5.89,7186.960758187354,0.984518251475754
Vancouver,2023-01,1123700.0,CAD,316.8,87582.7397260274,12.830153561250889,Canada,5.86,7144.155247631008,0.9788442704549846
Vancouver,2023-02,1124000.0,CAD,316.9,87565.75342465754,12.836068394787478,Canada,5.81,7111.966792323848,0.9746230480540166
Vancouver,2023-03,1124500.0,CAD,317.0,87550.4109589041,12.844028802193025,Canada,5.81,7115.130478619365,0.9752274696175924
Vancouver,2023-04,1144800.0,CAD,322.8,87533.42465753424,13.078432661339544,Canada,5.75,7202.010094934536,0.9873270865082698
Vancouver,2023-05,1158500.0,CAD,326.6,87516.98630136986,13.23743022880881,Canada,5.74,7281.198503929764,0.9983705534178059
Vancouver,2023-06,1178700.0,CAD,332.3,87500.0,13.470857142857144,Canada,5.85,7486.671516449768,1.0267435222559682
Vancouver,2023-07,1194400.0,CAD,336.7,87696.72131147541,13.619665389288718,Canada,5.99,7688.236458705839,1.0520215137438402
Vancouver,2023-08,1200600.0,CAD,338.5,87900.0,13.658703071672354,Canada,6.17,7860.724372095416,1.0731364330505688
Vancouver,2023-09,1202900.0,CAD,339.1,88103.27868852459,13.653294382524235,Canada,6.27,7950.040613572203,1.082825619919776
Vancouver,2023-10,1200000.0,CAD,338.3,88300.0,13.590033975084935,Canada,6.42,8042.601496399791,1.0929922758414212
Vancouver,2023-11,1192900.0,CAD,336.3,88503.27868852459,13.478596699205363,Canada,6.47,8032.198516966757,1.089071316135304
Vancouver,2023-12,1183200.0,CAD,333.6,88700.0,13.33934611048478,Canada,6.39,7907.9150957482225,1.0698419520741675
Vancouver,2024-01,1179000.0,CAD,332.4,88903.27868852459,13.26160314211429,Canada,6.31,7821.286520947388,1.0557027776241428
Vancouver,2024-02,1176700.0,CAD,331.7,89106.55737704918,13.20553766902769,Canada,6.15,7689.753703217557,1.0355808501067523
Vancouver,2024-03,1180800.0,CAD,332.9,89296.72131147541,13.22332984523875,Canada,6.13,7702.020230931978,1.0350239226454825
Vancouver,2024-04,1182500.0,CAD,333.4,89500.0,13.212290502793296,Canada,6.08,7676.795732360611,1.0292910479142718
Vancouver,2024-05,1187100.0,CAD,334.7,89696.72131147541,13.23459745956319,Canada,6.05,7684.825509057709,1.0281078813177817
Vancouver,2024-06,1185800.0,CAD,334.3,89900.0,13.190211345939932,Canada,5.98,7625.635458325845,1.0178823748599573
Vancouver,2024-07,1184000.0,CAD,333.8,89900.0,13.170189098998888,Canada,5.91,7563.523553609738,1.0095915755652598
Vancouver,2024-08,1191300.0,CAD,335.9,89900.0,13.25139043381535,Canada,5.73,7480.153267118351,0.9984631724740847
Vancouver,2024-09,1183300.0,CAD,333.6,89900.0,13.162402669632923,Canada,5.55,7301.872615025803,0.9746659775340338
Vancouver,2024-10,1181800.0,CAD,333.2,89900.0,13.14571746384872,Canada,5.44,7215.001218978662,0.9630702405755723
Vancouver,2024-11,1184000.0,CAD,333.8,89900.0,13.170189098998888,Canada,5.38,7186.191607984947,0.959224686271628
Vancouver,2024-12,1188100.0,CAD,335.0,89900.0,13.21579532814238,Canada,5.35,7189.928987954966,0.9597235579027764
